PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Gender,embarked,cabin_count,first_cabin_number,cabin_letters_encoded,ticket_numbers,ticket_letters_length,ticket_punctuation_length,title_encoded,surname_length,forenames_length,ticket_numbers_enc
494,0,1,71.0,0,0,49.5042,1,0,1,-1.0,8,17609.0,2,0,3,12,6,0.37587750916716905
495,0,3,21.0,0,0,8.05,1,3,1,-1.0,8,45380.0,1,1,3,7,14,0.36721663062041743
496,0,3,32.368090452261306,0,0,14.4583,1,0,1,-1.0,8,2627.0,0,0,3,8,8,0.3021089571697742
497,1,1,54.0,1,0,78.2667,0,0,1,20.0,3,36947.0,0,0,2,6,17,0.49857890855324105
498,0,3,32.368090452261306,0,0,15.1,1,3,1,-1.0,8,6212.0,2,1,3,8,18,0.36721663062041743
499,0,1,25.0,1,2,151.55,0,3,2,22.0,2,113781.0,0,0,4,7,34,0.49498031325738717
500,0,3,24.0,0,0,7.7958,1,3,1,-1.0,8,350035.0,0,0,3,8,5,0.36721663062041743
501,0,3,17.0,0,0,8.6625,1,3,1,-1.0,8,315086.0,0,0,3,5,6,0.37383777391428363
502,0,3,21.0,0,0,7.75,0,2,1,-1.0,8,364846.0,0,0,2,7,5,0.36930577340629606
503,0,3,21.773972602739725,0,0,7.6292,0,2,1,-1.0,8,330909.0,0,0,2,10,13,0.36930577340629606
504,0,3,37.0,0,0,9.5875,0,3,1,-1.0,8,4135.0,0,0,2,8,15,0.37383777391428363
505,1,1,16.0,0,0,86.5,0,3,1,79.0,1,110152.0,0,0,2,6,8,0.5012020410978787
506,0,1,18.0,1,0,108.9,1,0,1,65.0,2,17758.0,2,0,3,20,17,0.49857890855324105
507,1,2,33.0,0,2,26.0,0,3,1,-1.0,8,26360.0,0,0,4,5,34,0.4929488793820303
508,1,1,32.368090452261306,0,0,26.55,1,3,1,-1.0,8,111427.0,0,0,3,7,33,0.37587750916716905
509,0,3,28.0,0,0,22.525,1,3,1,-1.0,8,4001.0,1,0,3,5,14,0.3789559599553131
510,1,3,26.0,0,0,56.4958,1,3,1,-1.0,8,1601.0,0,0,3,4,5,0.6358509198133169
511,1,3,29.0,0,0,7.75,1,2,1,-1.0,8,382651.0,0,0,3,4,15,0.36930577340629606
512,0,3,32.368090452261306,0,0,8.05,1,3,1,-1.0,8,3101316.0,7,1,3,6,6,0.37587750916716905
513,1,1,36.0,0,0,26.2875,1,3,1,25.0,4,17473.0,2,0,3,7,13,0.36721663062041743
514,1,1,54.0,1,0,59.4,0,0,1,-1.0,8,17603.0,2,0,4,10,30,0.37587750916716905
515,0,3,24.0,0,0,7.4958,1,3,1,-1.0,8,349209.0,0,0,3,6,6,0.37587750916716905
516,0,1,47.0,0,0,34.0208,1,3,1,46.0,3,36967.0,0,0,3,6,17,0.36721663062041743
517,1,2,34.0,0,0,10.5,0,3,1,33.0,5,34260.0,2,1,4,6,16,0.36721663062041743
518,0,3,32.368090452261306,0,0,24.15,1,2,1,-1.0,8,371110.0,0,0,3,4,8,0.3070194881433478
519,1,2,36.0,1,0,26.0,0,3,1,-1.0,8,226875.0,0,0,4,5,41,0.36721663062041743
520,0,3,32.0,0,0,7.8958,1,3,1,-1.0,8,349242.0,0,0,3,8,6,0.37383777391428363
521,1,1,30.0,0,0,93.5,0,3,1,73.0,1,12749.0,0,0,2,9,5,0.5012020410978787
522,0,3,22.0,0,0,7.8958,1,3,1,-1.0,8,349252.0,0,0,3,4,6,0.36930577340629606
523,0,3,32.368090452261306,0,0,7.225,1,0,1,-1.0,8,2624.0,0,0,3,6,7,0.37383777391428363
524,1,1,44.0,0,1,57.9792,0,0,1,18.0,1,111361.0,0,0,4,7,34,0.4929488793820303
525,0,3,32.368090452261306,0,0,7.2292,1,0,1,-1.0,8,2700.0,0,0,3,6,6,0.36721663062041743
526,0,3,40.5,0,0,7.75,1,2,1,-1.0,8,367232.0,0,0,3,7,6,0.37587750916716905
527,1,2,50.0,0,0,10.5,0,3,1,-1.0,8,14258.0,2,2,2,8,5,0.36930577340629606
528,0,1,32.368090452261306,0,0,221.7792,1,3,1,95.0,2,17483.0,2,0,3,8,5,0.37383777391428363
529,0,3,39.0,0,0,7.925,1,3,1,-1.0,8,3101296.0,0,0,3,7,13,0.37587750916716905
530,0,2,23.0,2,1,11.5,1,3,1,-1.0,8,29104.0,0,0,3,7,15,0.36930577340629606
531,1,2,2.0,1,1,26.0,0,3,1,-1.0,8,26360.0,0,0,2,5,12,0.49116404217502724
532,0,3,32.368090452261306,0,0,7.2292,1,0,1,-1.0,8,2641.0,0,0,3,6,6,0.37383777391428363
533,0,3,17.0,1,1,7.2292,1,0,1,-1.0,8,2690.0,0,0,3,5,10,0.37587750916716905
534,1,3,35.898148148148145,0,2,22.3583,0,0,1,-1.0,8,2668.0,0,0,4,5,27,0.4929488793820303
535,0,3,30.0,0,0,8.6625,0,3,1,-1.0,8,315084.0,0,0,2,5,7,0.3789559599553131
536,1,2,7.0,0,2,26.25,0,3,1,-1.0,8,13529.0,3,1,2,4,11,0.4160216934971364
537,0,1,45.0,0,0,26.55,1,3,1,38.0,1,113050.0,0,0,8,4,21,0.36721663062041743
538,1,1,30.0,0,0,106.425,0,0,1,-1.0,8,17761.0,2,0,2,5,7,0.3070194881433478
539,0,3,32.368090452261306,0,0,14.5,1,3,1,-1.0,8,364498.0,0,0,3,6,13,0.3789559599553131
540,1,1,22.0,0,2,49.5,0,0,1,39.0,1,13568.0,0,0,2,9,18,0.3789559599553131
541,1,1,36.0,0,2,71.0,0,3,1,22.0,1,5735.0,3,1,2,6,10,0.30054283719503305
542,0,3,9.0,4,2,31.275,0,3,1,-1.0,8,347082.0,0,0,2,9,20,0.17165864100762712
543,0,3,11.0,4,2,31.275,0,3,1,-1.0,8,347082.0,0,0,2,9,17,0.1894001541652394
544,1,2,32.0,1,0,26.0,1,3,1,-1.0,8,2908.0,0,0,3,5,7,0.5012020410978787
545,0,1,50.0,1,0,106.425,1,0,1,86.0,2,17761.0,2,0,3,7,14,0.49683929375546076
546,0,1,64.0,0,0,26.0,1,3,1,-1.0,8,693.0,0,0,3,9,14,0.36721663062041743
547,1,2,19.0,1,0,26.0,0,3,1,-1.0,8,2908.0,0,0,4,5,22,0.49683929375546076
548,1,2,32.368090452261306,0,0,13.8625,1,0,1,-1.0,8,2146.0,7,1,3,14,7,0.3789559599553131
549,0,3,33.0,1,1,20.525,1,3,1,-1.0,8,363291.0,0,0,3,9,11,0.5012020410978787
550,1,2,8.0,1,1,36.75,1,3,1,-1.0,8,33112.0,2,1,1,6,15,0.30549463007036365
551,1,1,17.0,0,2,110.8833,1,0,1,70.0,2,17421.0,0,0,3,6,16,0.4114295629464647
552,0,2,27.0,0,0,26.0,1,3,1,-1.0,8,244358.0,0,0,3,5,17,0.36721663062041743
553,0,3,32.368090452261306,0,0,7.8292,1,2,1,-1.0,8,330979.0,0,0,3,7,8,0.36930577340629606
554,1,3,22.0,0,0,7.225,1,0,1,-1.0,8,2620.0,0,0,3,5,23,0.36930577340629606
555,1,3,22.0,0,0,7.775,0,3,1,-1.0,8,347085.0,0,0,2,5,6,0.36721663062041743
556,0,1,62.0,0,0,26.55,1,3,1,-1.0,8,113807.0,0,0,3,6,7,0.36721663062041743
557,1,1,48.0,1,0,39.6,0,0,1,16.0,0,11755.0,0,0,7,11,47,0.36930577340629606
558,0,1,32.368090452261306,0,0,227.525,1,0,1,-1.0,8,17757.0,2,0,3,7,7,0.577052401483113
559,1,1,39.0,1,1,79.65,0,3,1,67.0,4,110413.0,0,0,4,7,25,0.4929488793820303
560,1,3,36.0,1,0,17.4,0,3,1,-1.0,8,345572.0,0,0,4,14,24,0.3789559599553131
561,0,3,32.368090452261306,0,0,7.75,1,2,1,-1.0,8,372622.0,0,0,3,6,13,0.36721663062041743
562,0,3,40.0,0,0,7.8958,1,3,1,-1.0,8,349251.0,0,0,3,5,7,0.36721663062041743
563,0,2,28.0,0,0,13.5,1,3,1,-1.0,8,218629.0,0,0,3,6,15,0.36721663062041743
564,0,3,32.368090452261306,0,0,8.05,1,3,1,-1.0,8,392082.0,7,1,3,7,5,0.37383777391428363
565,0,3,21.773972602739725,0,0,8.05,0,3,1,-1.0,8,392087.0,7,2,2,8,15,0.37587750916716905
566,0,3,24.0,2,0,24.15,1,3,1,-1.0,8,48871.0,1,1,3,6,9,0.3021089571697742
567,0,3,19.0,0,0,7.8958,1,3,1,-1.0,8,349205.0,0,0,3,10,5,0.37383777391428363
568,0,3,29.0,0,4,21.075,0,3,1,-1.0,8,349909.0,0,0,4,7,30,0.26262979990080443
569,0,3,32.368090452261306,0,0,7.2292,1,0,1,-1.0,8,2686.0,0,0,3,6,8,0.37587750916716905
570,1,3,32.0,0,0,7.8542,1,3,1,-1.0,8,350417.0,0,0,3,7,5,0.3789559599553131
571,1,2,62.0,0,0,10.5,1,3,1,-1.0,8,752.0,4,2,3,6,7,0.36930577340629606
572,1,1,53.0,2,0,51.4792,0,3,1,101.0,2,11769.0,0,0,4,8,31,0.36721663062041743
573,1,1,36.0,0,0,26.3875,1,3,1,25.0,4,17474.0,2,0,3,5,22,0.5838040936544717
574,1,3,21.773972602739725,0,0,7.75,0,2,1,-1.0,8,14312.0,0,0,2,5,5,0.36930577340629606
575,0,3,16.0,0,0,8.05,1,3,1,-1.0,8,20589.0,1,2,3,4,19,0.3789559599553131
576,0,3,19.0,0,0,14.5,1,3,1,-1.0,8,358585.0,0,0,3,8,7,0.3070194881433478
577,1,2,34.0,0,0,13.0,0,3,1,-1.0,8,243880.0,0,0,2,7,6,0.36721663062041743
578,1,1,39.0,1,0,55.9,0,3,1,44.0,4,13507.0,0,0,4,6,29,0.30054283719503305
579,0,3,35.898148148148145,1,0,14.4583,0,0,1,-1.0,8,2689.0,0,0,4,5,21,0.36930577340629606
580,1,3,32.0,0,0,7.925,1,3,1,-1.0,8,3101286.0,5,2,3,7,7,0.36721663062041743
581,1,2,25.0,1,1,30.0,0,3,1,-1.0,8,237789.0,0,0,2,7,13,0.36721663062041743
582,1,1,39.0,1,1,110.8833,0,0,1,68.0,2,17421.0,0,0,4,6,40,0.4989815061573018
583,0,2,54.0,0,0,26.0,1,3,1,-1.0,8,28403.0,0,0,3,7,14,0.30054283719503305
584,0,1,36.0,0,0,40.125,1,0,1,10.0,0,13049.0,0,0,3,4,10,0.36930577340629606
585,0,3,32.368090452261306,0,0,8.7125,1,0,1,-1.0,8,3411.0,0,0,3,7,7,0.36930577340629606
586,1,1,18.0,0,2,79.65,0,3,1,68.0,4,110413.0,0,0,2,7,5,0.4145991641939591
587,0,2,47.0,0,0,15.0,1,3,1,-1.0,8,237565.0,0,0,3,6,12,0.3789559599553131
588,1,1,60.0,1,1,79.2,1,0,1,41.0,1,13567.0,0,0,3,16,11,0.36721663062041743
589,0,3,22.0,0,0,8.05,1,3,1,-1.0,8,14973.0,0,0,3,8,8,0.3789559599553131
590,0,3,32.368090452261306,0,0,8.05,1,3,1,-1.0,8,3235.0,1,2,3,7,7,0.37383777391428363
591,0,3,35.0,0,0,7.125,1,3,1,-1.0,8,3101273.0,5,2,3,9,6,0.37587750916716905
592,1,1,52.0,1,0,78.2667,0,0,1,20.0,3,36947.0,0,0,4,10,31,0.49683929375546076
593,0,3,47.0,0,0,7.25,1,3,1,-1.0,8,3902.0,1,1,3,7,14,0.3789559599553131
594,0,3,21.773972602739725,0,2,7.75,0,2,1,-1.0,8,364848.0,0,0,2,6,5,0.37587750916716905
595,0,2,37.0,1,0,26.0,1,3,1,-1.0,8,29037.0,4,1,3,7,11,0.3789559599553131
596,0,3,36.0,1,1,24.15,1,3,1,-1.0,8,345773.0,0,0,3,8,14,0.2587176217004579
597,1,2,21.773972602739725,0,0,33.0,0,3,1,-1.0,8,248727.0,0,0,2,6,13,0.309320806634981
598,0,3,49.0,0,0,0.0,1,3,1,-1.0,8,0.0,4,0,3,7,7,0.35721721987940575
599,0,3,32.368090452261306,0,0,7.225,1,0,1,-1.0,8,2664.0,0,0,3,6,6,0.3789559599553131
600,1,1,49.0,1,0,56.9292,1,0,1,20.0,0,17485.0,2,0,6,11,27,0.4929488793820303
601,1,2,24.0,2,1,27.0,0,3,1,-1.0,8,243847.0,0,0,4,9,36,0.3070194881433478
602,0,3,32.368090452261306,0,0,7.8958,1,3,1,-1.0,8,349214.0,0,0,3,9,6,0.37587750916716905
603,0,1,32.368090452261306,0,0,42.4,1,3,1,-1.0,8,113796.0,0,0,3,10,10,0.3789559599553131
604,0,3,44.0,0,0,8.05,1,3,1,-1.0,8,364511.0,0,0,3,6,14,0.36721663062041743
605,1,1,35.0,0,0,26.55,1,0,1,-1.0,8,111426.0,0,0,3,5,21,0.36930577340629606
606,0,3,36.0,1,0,15.55,1,3,1,-1.0,8,349910.0,0,0,3,7,17,0.36930577340629606
607,0,3,30.0,0,0,7.8958,1,3,1,-1.0,8,349246.0,0,0,3,6,6,0.37383777391428363
608,1,1,27.0,0,0,30.5,1,3,1,-1.0,8,113804.0,0,0,3,6,16,0.36721663062041743
609,1,2,22.0,1,2,41.5792,0,0,1,-1.0,8,2123.0,7,1,4,7,40,0.30549463007036365
610,1,1,40.0,0,0,153.4625,0,3,1,125.0,2,17582.0,2,0,2,6,12,0.3021089571697742
611,0,3,39.0,1,5,31.275,0,3,1,-1.0,8,347082.0,0,0,4,9,42,0.20907603294048324
612,0,3,32.368090452261306,0,0,7.05,1,3,1,-1.0,8,3101305.0,7,2,3,6,10,0.36721663062041743
613,1,3,21.773972602739725,1,0,15.5,0,2,1,-1.0,8,367230.0,0,0,2,6,14,0.4929488793820303
614,0,3,32.368090452261306,0,0,7.75,1,2,1,-1.0,8,370377.0,0,0,3,6,5,0.36721663062041743
615,0,3,35.0,0,0,8.05,1,3,1,-1.0,8,364512.0,0,0,3,11,15,0.37383777391428363
616,1,2,24.0,1,2,65.0,0,3,1,-1.0,8,220845.0,0,0,2,6,6,0.49857890855324105
617,0,3,34.0,1,1,14.4,1,3,1,-1.0,8,347080.0,0,0,3,6,14,0.30054283719503305
618,0,3,26.0,1,0,16.1,0,3,1,-1.0,8,3336.0,1,2,4,4,37,0.3789559599553131
619,1,2,4.0,2,1,39.0,0,3,1,4.0,5,230136.0,0,0,2,6,14,0.4929488793820303
620,0,2,26.0,0,0,10.5,1,3,1,-1.0,8,31028.0,0,0,3,5,9,0.3789559599553131
621,0,3,27.0,1,0,14.4542,1,0,1,-1.0,8,2659.0,0,0,3,7,7,0.4929488793820303
622,1,1,42.0,1,0,52.5542,1,3,1,19.0,3,11753.0,0,0,3,7,16,0.3789559599553131
623,1,3,20.0,1,1,15.7417,1,0,1,-1.0,8,2653.0,0,0,3,5,6,0.49683929375546076
624,0,3,21.0,0,0,7.8542,1,3,1,-1.0,8,350029.0,0,0,3,6,16,0.3789559599553131
625,0,3,21.0,0,0,16.1,1,3,1,-1.0,8,54636.0,0,0,3,5,17,0.3021089571697742
626,0,1,61.0,0,0,32.3208,1,3,1,50.0,3,36963.0,0,0,3,6,10,0.36930577340629606
627,0,2,57.0,0,0,12.35,1,2,1,-1.0,8,219533.0,0,0,5,8,16,0.36721663062041743
628,1,1,21.0,0,0,77.9583,0,3,1,9.0,3,13502.0,0,0,2,7,15,0.577052401483113
629,0,3,26.0,0,0,7.8958,1,3,1,-1.0,8,349224.0,0,0,3,11,9,0.36721663062041743
630,0,3,32.368090452261306,0,0,7.7333,1,2,1,-1.0,8,334912.0,0,0,3,9,10,0.37383777391428363
631,1,1,80.0,0,0,30.0,1,3,1,23.0,0,27042.0,0,0,3,9,22,0.36930577340629606
632,0,3,51.0,0,0,7.0542,1,3,1,-1.0,8,347743.0,0,0,3,7,15,0.3789559599553131
633,1,1,32.0,0,0,30.5,1,0,1,50.0,1,13214.0,0,0,0,16,4,0.36930577340629606
634,0,1,32.368090452261306,0,0,0.0,1,3,1,-1.0,8,112052.0,0,0,3,4,20,0.37383777391428363
635,0,3,9.0,3,2,27.9,0,3,1,-1.0,8,347088.0,0,0,2,5,6,0.18618095540134388
636,1,2,28.0,0,0,13.0,0,3,1,-1.0,8,237668.0,0,0,2,5,5,0.37383777391428363
637,0,3,32.0,0,0,7.925,1,3,1,-1.0,8,3101292.0,5,2,3,8,13,0.3789559599553131
638,0,2,31.0,1,1,26.25,1,3,1,-1.0,8,31921.0,2,1,3,7,7,0.49116404217502724
639,0,3,41.0,0,5,39.6875,0,3,1,-1.0,8,3101295.0,0,0,4,6,26,0.20780201948835308
640,0,3,32.368090452261306,1,0,16.1,1,3,1,-1.0,8,376564.0,0,0,3,12,9,0.49683929375546076
641,0,3,20.0,0,0,7.8542,1,3,1,-1.0,8,350050.0,0,0,3,6,11,0.37587750916716905
642,1,1,24.0,0,0,69.3,0,0,1,35.0,1,17477.0,2,0,7,8,5,0.5012020410978787
643,0,3,2.0,3,2,27.9,0,3,1,-1.0,8,347088.0,0,0,2,5,17,0.2644628047079984
644,1,3,32.368090452261306,0,0,56.4958,1,3,1,-1.0,8,1601.0,0,0,3,3,7,0.5505098899046695
645,1,3,0.75,2,1,19.2583,0,0,1,-1.0,8,2666.0,0,0,2,7,8,0.58022809814714
646,1,1,48.0,1,0,76.7292,1,0,1,33.0,3,17572.0,2,0,3,6,14,0.577052401483113
647,0,3,19.0,0,0,7.8958,1,3,1,-1.0,8,349231.0,0,0,3,3,9,0.37587750916716905
648,1,1,56.0,0,0,35.5,1,0,1,26.0,0,13213.0,0,0,8,15,14,0.37587750916716905
649,0,3,32.368090452261306,0,0,7.55,1,3,1,-1.0,8,751.0,4,2,3,6,7,0.37383777391428363
650,1,3,23.0,0,0,7.55,0,3,1,-1.0,8,2314.0,2,1,2,7,17,0.3789559599553131
651,0,3,32.368090452261306,0,0,7.8958,1,3,1,-1.0,8,349221.0,0,0,3,7,5,0.3789559599553131
652,1,2,18.0,0,1,23.0,0,3,1,-1.0,8,231919.0,0,0,2,6,6,0.49116404217502724
653,0,3,21.0,0,0,8.4333,1,3,1,-1.0,8,8475.0,0,0,3,6,19,0.37383777391428363
654,1,3,21.773972602739725,0,0,7.8292,0,2,1,-1.0,8,330919.0,0,0,2,7,15,0.37587750916716905
655,0,3,18.0,0,0,6.75,0,2,1,-1.0,8,365226.0,0,0,2,7,14,0.37383777391428363
656,0,2,24.0,2,0,73.5,1,3,1,-1.0,8,14879.0,3,1,3,7,13,0.2280470701933889
657,0,3,32.368090452261306,0,0,7.8958,1,3,1,-1.0,8,349223.0,0,0,3,6,10,0.37587750916716905
658,0,3,32.0,1,1,15.5,0,2,1,-1.0,8,364849.0,0,0,4,6,17,0.3789559599553131
659,0,2,23.0,0,0,13.0,1,3,1,-1.0,8,29751.0,0,0,3,10,13,0.3789559599553131
660,0,1,58.0,0,2,113.275,1,0,1,48.0,3,35273.0,0,0,3,6,15,0.577052401483113
661,1,1,50.0,2,0,133.65,1,3,1,-1.0,8,17611.0,2,0,0,10,14,0.4929488793820303
662,0,3,40.0,0,0,7.225,1,0,1,-1.0,8,2623.0,0,0,3,4,8,0.37383777391428363
663,0,1,47.0,0,0,25.5875,1,3,1,58.0,4,5727.0,0,0,3,6,15,0.37383777391428363
664,0,3,36.0,0,0,7.4958,1,3,1,-1.0,8,349210.0,0,0,3,6,5,0.36721663062041743
665,1,3,20.0,1,0,7.925,1,3,1,-1.0,8,3101285.0,5,2,3,9,13,0.37383777391428363
666,0,2,32.0,2,0,73.5,1,3,1,-1.0,8,14879.0,3,1,3,7,6,0.20412756747793578
667,0,2,25.0,0,0,13.0,1,3,1,-1.0,8,234686.0,0,0,3,6,16,0.36930577340629606
668,0,3,32.368090452261306,0,0,7.775,1,3,1,-1.0,8,312993.0,0,0,3,10,11,0.3789559599553131
669,0,3,43.0,0,0,8.05,1,3,1,-1.0,8,3536.0,1,1,3,4,6,0.36721663062041743
670,1,1,35.898148148148145,1,0,52.0,0,3,1,126.0,2,19996.0,0,0,4,6,37,0.5012020410978787
671,1,2,40.0,1,1,39.0,0,3,1,-1.0,8,29750.0,0,0,4,5,50,0.36721663062041743
672,0,1,31.0,1,0,52.0,1,3,1,71.0,1,12750.0,2,1,3,8,9,0.3789559599553131
673,0,2,70.0,0,0,10.5,1,3,1,-1.0,8,24580.0,2,1,3,8,14,0.3789559599553131
674,1,2,31.0,0,0,13.0,1,3,1,-1.0,8,244270.0,0,0,3,8,8,0.37587750916716905
675,0,2,32.368090452261306,0,0,0.0,1,3,1,-1.0,8,239856.0,0,0,3,6,15,0.37587750916716905
676,0,3,18.0,0,0,7.775,1,3,1,-1.0,8,349912.0,0,0,3,10,15,0.37383777391428363
677,0,3,24.5,0,0,8.05,1,3,1,-1.0,8,342826.0,0,0,3,6,18,0.36930577340629606
678,1,3,18.0,0,0,9.8417,0,3,1,-1.0,8,4138.0,0,0,2,5,11,0.36930577340629606
679,0,3,43.0,1,6,46.9,0,3,1,-1.0,8,2144.0,2,0,4,7,26,0.23130075681752885
680,1,1,36.0,0,1,512.3292,1,0,3,51.0,1,17755.0,2,0,3,7,22,0.58022809814714
681,0,3,21.773972602739725,0,0,8.1375,0,2,1,-1.0,8,330935.0,0,0,2,6,6,0.37587750916716905
682,1,1,27.0,0,0,76.7292,1,0,1,49.0,3,17572.0,2,0,3,6,7,0.49683929375546076
683,0,3,20.0,0,0,9.225,1,3,1,-1.0,8,6563.0,0,0,3,8,14,0.36930577340629606
684,0,3,14.0,5,2,46.9,1,3,1,-1.0,8,2144.0,2,0,3,7,15,0.23130075681752885
685,0,2,60.0,1,1,39.0,1,3,1,-1.0,8,29750.0,0,0,3,5,23,0.36721663062041743
686,0,2,25.0,1,2,41.5792,1,0,1,-1.0,8,2123.0,7,1,3,7,26,0.5838040936544717
687,0,3,14.0,4,1,39.6875,1,3,1,-1.0,8,3101295.0,0,0,3,6,13,0.20907603294048324
688,0,3,19.0,0,0,10.1708,1,3,1,-1.0,8,349228.0,0,0,3,5,7,0.3789559599553131
689,0,3,18.0,0,0,7.7958,1,3,1,-1.0,8,350036.0,0,0,3,7,19,0.36721663062041743
690,1,1,15.0,0,1,211.3375,0,3,1,5.0,1,24160.0,0,0,2,6,20,0.5012020410978787
691,1,1,31.0,1,0,57.0,1,3,1,20.0,1,17474.0,0,0,3,4,14,0.49116404217502724
692,1,3,4.0,0,1,13.4167,0,0,1,-1.0,8,349256.0,0,0,2,5,6,0.36721663062041743
693,1,3,32.368090452261306,0,0,56.4958,1,3,1,-1.0,8,1601.0,0,0,3,3,4,0.49918859730606985
694,0,3,25.0,0,0,7.225,1,0,1,-1.0,8,2672.0,0,0,3,4,7,0.37587750916716905
695,0,1,60.0,0,0,26.55,1,3,1,-1.0,8,113800.0,0,0,8,4,5,0.36930577340629606
696,0,2,52.0,0,0,13.5,1,3,1,-1.0,8,248731.0,0,0,3,7,14,0.36930577340629606
697,0,3,44.0,0,0,8.05,1,3,1,-1.0,8,363592.0,0,0,3,5,6,0.36930577340629606
698,1,3,21.773972602739725,0,0,7.7333,0,2,1,-1.0,8,35852.0,0,0,2,7,18,0.3789559599553131
699,0,1,49.0,1,1,110.8833,1,0,1,68.0,2,17421.0,0,0,3,6,13,0.6385015517328075
700,0,3,42.0,0,0,7.65,1,3,2,-1.0,5,348121.0,0,0,3,7,28,0.37383777391428363
701,1,1,18.0,1,0,227.525,0,0,2,62.0,2,17757.0,2,0,4,5,38,0.41816483329994775
702,1,1,35.0,0,0,26.2875,1,3,1,24.0,4,17475.0,2,0,3,12,15,0.36721663062041743
703,0,3,18.0,0,1,14.4542,0,0,1,-1.0,8,2691.0,0,0,2,7,7,0.37383777391428363
704,0,3,25.0,0,0,7.7417,1,2,1,-1.0,8,36864.0,0,0,3,9,7,0.3789559599553131
705,0,3,26.0,1,0,7.8542,1,3,1,-1.0,8,350025.0,0,0,3,6,12,0.36721663062041743
706,0,2,39.0,0,0,26.0,1,3,1,-1.0,8,250655.0,0,0,3,6,35,0.49116404217502724
707,1,2,45.0,0,0,13.5,0,3,1,-1.0,8,223596.0,0,0,4,5,18,0.36721663062041743
708,1,1,42.0,0,0,26.2875,1,3,1,24.0,4,17476.0,2,0,3,10,18,0.37383777391428363
709,1,1,22.0,0,0,151.55,0,3,1,-1.0,8,113781.0,0,0,2,7,6,0.360185578425454
710,1,3,4.574166666666667,1,1,15.2458,1,0,1,-1.0,8,2661.0,0,0,1,8,32,0.49683929375546076
711,1,1,24.0,0,0,49.5042,0,0,1,90.0,2,17482.0,2,0,7,5,36,0.36930577340629606
712,0,1,32.368090452261306,0,0,26.55,1,3,1,124.0,2,113028.0,0,0,3,6,7,0.3789559599553131
713,1,1,48.0,1,0,52.0,1,3,1,126.0,2,19996.0,0,0,3,6,13,0.49683929375546076
714,0,3,29.0,0,0,9.4833,1,3,1,-1.0,8,7545.0,0,0,3,7,14,0.36930577340629606
715,0,2,52.0,0,0,13.0,1,3,1,-1.0,8,250647.0,0,0,3,9,7,0.3021089571697742
716,0,3,19.0,0,0,7.65,1,3,2,-1.0,5,348124.0,0,0,3,6,31,0.36721663062041743
717,1,1,38.0,0,0,227.525,0,0,1,45.0,2,17757.0,2,0,2,6,16,0.577052401483113
718,1,2,27.0,0,0,10.5,0,3,1,101.0,4,34218.0,0,0,2,6,22,0.36930577340629606
719,0,3,32.368090452261306,0,0,15.5,1,2,1,-1.0,8,36568.0,0,0,3,6,8,0.37383777391428363
720,0,3,33.0,0,0,7.775,1,3,1,-1.0,8,347062.0,0,0,3,7,16,0.37383777391428363
721,1,2,6.0,0,1,33.0,0,3,1,-1.0,8,248727.0,0,0,2,6,20,0.309320806634981
722,0,3,17.0,1,0,7.0542,1,3,1,-1.0,8,350048.0,0,0,3,6,14,0.37587750916716905
723,0,2,34.0,0,0,13.0,1,3,1,-1.0,8,12233.0,0,0,3,9,14,0.36721663062041743
724,0,2,50.0,0,0,13.0,1,3,1,-1.0,8,250643.0,0,0,3,6,12,0.37587750916716905
725,1,1,27.0,1,0,53.1,1,3,1,8.0,4,113806.0,0,0,3,8,16,0.49116404217502724
726,0,3,20.0,0,0,8.6625,1,3,1,-1.0,8,315094.0,0,0,3,9,5,0.37587750916716905
727,1,2,30.0,3,0,21.0,0,3,1,-1.0,8,31027.0,0,0,4,6,31,0.30549463007036365
728,1,3,21.773972602739725,0,0,7.7375,0,2,1,-1.0,8,36866.0,0,0,2,7,10,0.37383777391428363
729,0,2,25.0,1,0,26.0,1,3,1,-1.0,8,236853.0,0,0,3,5,21,0.36930577340629606
730,0,3,25.0,1,0,7.925,0,3,1,-1.0,8,3101271.0,5,2,2,10,12,0.3789559599553131
731,1,1,29.0,0,0,211.3375,0,3,1,5.0,1,24160.0,0,0,2,5,17,0.5816608992779727
732,0,3,11.0,0,0,18.7875,1,0,1,-1.0,8,2699.0,0,0,3,6,13,0.4929488793820303
733,0,2,32.368090452261306,0,0,0.0,1,3,1,-1.0,8,239855.0,0,0,3,6,9,0.37383777391428363
734,0,2,23.0,0,0,13.0,1,3,1,-1.0,8,28425.0,0,0,3,8,13,0.36721663062041743
735,0,2,23.0,0,0,13.0,1,3,1,-1.0,8,233639.0,0,0,3,11,12,0.36721663062041743
736,0,3,28.5,0,0,16.1,1,3,1,-1.0,8,54636.0,0,0,3,8,7,0.309320806634981
737,0,3,48.0,1,3,34.375,0,3,1,-1.0,8,6608.0,2,2,4,4,29,0.22701706303028718
738,1,1,35.0,0,0,512.3292,1,0,1,101.0,1,17755.0,2,0,3,7,10,0.5012020410978787
739,0,3,32.368090452261306,0,0,7.8958,1,3,1,-1.0,8,349201.0,0,0,3,7,6,0.37383777391428363
740,0,3,32.368090452261306,0,0,7.8958,1,3,1,-1.0,8,349218.0,0,0,3,7,6,0.36930577340629606
741,1,1,32.368090452261306,0,0,30.0,1,3,1,45.0,3,16988.0,0,0,3,9,13,0.36721663062041743
